Month,Group,Reason,State,Count,record_type
2020-10-01,Financial,Unemployment,Vic,3882.0,individual_reason
2020-10-01,Financial,Problematic gambling,Vic,57.0,individual_reason
2020-10-01,Interpersonal,Time out from family/other situation,Vic,2572.0,individual_reason
2020-10-01,Interpersonal,Relationship/family breakdown,Vic,6219.0,individual_reason
2020-10-01,Interpersonal,Sexual abuse,Vic,574.0,individual_reason
2020-10-01,Interpersonal,Family and domestic violence,Vic,14069.0,individual_reason
2020-10-01,Interpersonal,Non-family violence,Vic,835.0,individual_reason
2020-10-01,Health,Mental health issues,Vic,5993.0,individual_reason
2020-10-01,Health,Medical issues,Vic,2702.0,individual_reason
2020-10-01,Health,Problematic drug or substance use,Vic,2347.0,individual_reason
2020-10-01,Health,Problematic alcohol use,Vic,704.0,individual_reason
2020-10-01,Other,Transition from custodial arrangements,Vic,1295.0,individual_reason
2020-10-01,Other,Transition from foster care and child safety residential placements,Vic,180.0,individual_reason
2020-10-01,Other,Transition from other care arrangements,Vic,352.0,individual_reason
2020-10-01,Other,Discrimination including racial discrimination,Vic,157.0,individual_reason
2020-10-01,Other,Itinerant,Vic,1467.0,individual_reason
2020-10-01,Other,Unable to return home due to environmental reasons,Vic,546.0,individual_reason
2020-10-01,Other,Disengagement with school or other education and training,Vic,478.0,individual_reason
2020-10-01,Other,Lack of family and/or community support,Vic,5846.0,individual_reason
2020-10-01,Other,Other (not elsewhere classified),Vic,1793.0,individual_reason
2020-10-01,COVID,COVID-19,Vic,4079.0,individual_reason
2020-09-01,Accommodation,Housing crisis (e.g. eviction),Vic,10411.0,individual_reason
2020-09-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,9385.0,individual_reason
2020-09-01,Accommodation,Previous accommodation ended,Vic,5846.0,individual_reason
2020-09-01,Financial,Financial difficulties,Vic,12405.0,individual_reason
2020-09-01,Financial,Housing affordability stress,Vic,9393.0,individual_reason
2020-09-01,Financial,Employment difficulties,Vic,1813.0,individual_reason
2020-09-01,Financial,Unemployment,Vic,3876.0,individual_reason
2020-09-01,Financial,Problematic gambling,Vic,54.0,individual_reason
2020-09-01,Interpersonal,Time out from family/other situation,Vic,2553.0,individual_reason
2020-09-01,Interpersonal,Relationship/family breakdown,Vic,6240.0,individual_reason
2020-09-01,Interpersonal,Sexual abuse,Vic,564.0,individual_reason
2020-09-01,Interpersonal,Family and domestic violence,Vic,14197.0,individual_reason
2020-09-01,Interpersonal,Non-family violence,Vic,863.0,individual_reason
2020-09-01,Health,Mental health issues,Vic,6007.0,individual_reason
2020-09-01,Health,Medical issues,Vic,2804.0,individual_reason
2020-09-01,Health,Problematic drug or substance use,Vic,2401.0,individual_reason
2020-09-01,Health,Problematic alcohol use,Vic,704.0,individual_reason
2020-09-01,Other,Transition from custodial arrangements,Vic,1295.0,individual_reason
2020-09-01,Other,Transition from foster care and child safety residential placements,Vic,182.0,individual_reason
2020-09-01,Other,Transition from other care arrangements,Vic,349.0,individual_reason
2020-09-01,Other,Discrimination including racial discrimination,Vic,157.0,individual_reason
2020-09-01,Other,Itinerant,Vic,1519.0,individual_reason
2020-09-01,Other,Unable to return home due to environmental reasons,Vic,602.0,individual_reason
2020-09-01,Other,Disengagement with school or other education and training,Vic,509.0,individual_reason
2020-09-01,Other,Lack of family and/or community support,Vic,5941.0,individual_reason
2020-09-01,Other,Other (not elsewhere classified),Vic,1740.0,individual_reason
2020-09-01,COVID,COVID-19,Vic,4441.0,individual_reason
2020-08-01,Accommodation,Housing crisis (e.g. eviction),Vic,9995.0,individual_reason
2020-08-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,9283.0,individual_reason
2020-08-01,Accommodation,Previous accommodation ended,Vic,5615.0,individual_reason
2020-08-01,Financial,Financial difficulties,Vic,12058.0,individual_reason
2020-08-01,Financial,Housing affordability stress,Vic,9183.0,individual_reason
2020-08-01,Financial,Employment difficulties,Vic,1731.0,individual_reason
2020-08-01,Financial,Unemployment,Vic,3780.0,individual_reason
2020-08-01,Financial,Problematic gambling,Vic,50.0,individual_reason
2020-08-01,Interpersonal,Time out from family/other situation,Vic,2527.0,individual_reason
2020-08-01,Interpersonal,Relationship/family breakdown,Vic,6153.0,individual_reason
2020-08-01,Interpersonal,Sexual abuse,Vic,575.0,individual_reason
2020-08-01,Interpersonal,Family and domestic violence,Vic,13859.0,individual_reason
2020-08-01,Interpersonal,Non-family violence,Vic,849.0,individual_reason
2020-08-01,Health,Mental health issues,Vic,5934.0,individual_reason
2020-08-01,Health,Medical issues,Vic,2744.0,individual_reason
2020-08-01,Health,Problematic drug or substance use,Vic,2312.0,individual_reason
2020-08-01,Health,Problematic alcohol use,Vic,669.0,individual_reason
2020-08-01,Other,Transition from custodial arrangements,Vic,1306.0,individual_reason
2020-08-01,Other,Transition from foster care and child safety residential placements,Vic,193.0,individual_reason
2020-08-01,Other,Transition from other care arrangements,Vic,335.0,individual_reason
2020-08-01,Other,Discrimination including racial discrimination,Vic,159.0,individual_reason
2020-08-01,Other,Itinerant,Vic,1522.0,individual_reason
2020-08-01,Other,Unable to return home due to environmental reasons,Vic,574.0,individual_reason
2020-08-01,Other,Disengagement with school or other education and training,Vic,490.0,individual_reason
2020-08-01,Other,Lack of family and/or community support,Vic,5750.0,individual_reason
2020-08-01,Other,Other (not elsewhere classified),Vic,1724.0,individual_reason
2020-08-01,COVID,COVID-19,Vic,4207.0,individual_reason
2020-07-01,Accommodation,Housing crisis (e.g. eviction),Vic,9943.0,individual_reason
2020-07-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,9246.0,individual_reason
2020-07-01,Accommodation,Previous accommodation ended,Vic,5514.0,individual_reason
2020-07-01,Financial,Financial difficulties,Vic,12400.0,individual_reason
2020-07-01,Financial,Housing affordability stress,Vic,9362.0,individual_reason
2020-07-01,Financial,Employment difficulties,Vic,1737.0,individual_reason
2020-07-01,Financial,Unemployment,Vic,3713.0,individual_reason
2020-07-01,Financial,Problematic gambling,Vic,45.0,individual_reason
2020-07-01,Interpersonal,Time out from family/other situation,Vic,2444.0,individual_reason
2020-07-01,Interpersonal,Relationship/family breakdown,Vic,6154.0,individual_reason
2020-07-01,Interpersonal,Sexual abuse,Vic,566.0,individual_reason
2020-07-01,Interpersonal,Family and domestic violence,Vic,13998.0,individual_reason
2020-07-01,Interpersonal,Non-family violence,Vic,866.0,individual_reason
2020-07-01,Health,Mental health issues,Vic,5973.0,individual_reason
2020-07-01,Health,Medical issues,Vic,2782.0,individual_reason
2020-07-01,Health,Problematic drug or substance use,Vic,2316.0,individual_reason
2020-07-01,Health,Problematic alcohol use,Vic,669.0,individual_reason
2020-07-01,Other,Transition from custodial arrangements,Vic,1257.0,individual_reason
2020-07-01,Other,Transition from foster care and child safety residential placements,Vic,178.0,individual_reason
2020-07-01,Other,Transition from other care arrangements,Vic,318.0,individual_reason
2020-07-01,Other,Discrimination including racial discrimination,Vic,166.0,individual_reason
2020-07-01,Other,Itinerant,Vic,1510.0,individual_reason
2020-07-01,Other,Unable to return home due to environmental reasons,Vic,534.0,individual_reason
2020-07-01,Other,Disengagement with school or other education and training,Vic,480.0,individual_reason
2020-07-01,Other,Lack of family and/or community support,Vic,5701.0,individual_reason
2020-07-01,Other,Other (not elsewhere classified),Vic,1827.0,individual_reason
2020-07-01,COVID,COVID-19,Vic,3649.0,individual_reason
2020-06-01,Accommodation,Housing crisis (e.g. eviction),Vic,9712.0,individual_reason
2020-06-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,9034.0,individual_reason
2020-06-01,Accommodation,Previous accommodation ended,Vic,5244.0,individual_reason
2020-06-01,Financial,Financial difficulties,Vic,12768.0,individual_reason
2020-06-01,Financial,Housing affordability stress,Vic,9392.0,individual_reason
2020-06-01,Financial,Employment difficulties,Vic,1807.0,individual_reason
2020-06-01,Financial,Unemployment,Vic,3717.0,individual_reason
2020-06-01,Financial,Problematic gambling,Vic,49.0,individual_reason
2020-06-01,Interpersonal,Time out from family/other situation,Vic,2366.0,individual_reason
2020-06-01,Interpersonal,Relationship/family breakdown,Vic,6016.0,individual_reason
2020-06-01,Interpersonal,Sexual abuse,Vic,559.0,individual_reason
2020-06-01,Interpersonal,Family and domestic violence,Vic,14188.0,individual_reason
2020-06-01,Interpersonal,Non-family violence,Vic,829.0,individual_reason
2020-06-01,Health,Mental health issues,Vic,5794.0,individual_reason
2020-06-01,Health,Medical issues,Vic,2814.0,individual_reason
2020-06-01,Health,Problematic drug or substance use,Vic,2255.0,individual_reason
2020-06-01,Health,Problematic alcohol use,Vic,682.0,individual_reason
2020-06-01,Other,Transition from custodial arrangements,Vic,1223.0,individual_reason
2020-06-01,Other,Transition from foster care and child safety residential placements,Vic,187.0,individual_reason
2020-06-01,Other,Transition from other care arrangements,Vic,308.0,individual_reason
2020-06-01,Other,Discrimination including racial discrimination,Vic,178.0,individual_reason
2020-06-01,Other,Itinerant,Vic,1408.0,individual_reason
2020-06-01,Other,Unable to return home due to environmental reasons,Vic,553.0,individual_reason
2020-06-01,Other,Disengagement with school or other education and training,Vic,485.0,individual_reason
2020-06-01,Other,Lack of family and/or community support,Vic,5618.0,individual_reason
2020-06-01,Other,Other (not elsewhere classified),Vic,1819.0,individual_reason
2020-06-01,COVID,COVID-19,Vic,3515.0,individual_reason
2020-05-01,Accommodation,Housing crisis (e.g. eviction),Vic,9854.0,individual_reason
2020-05-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8999.0,individual_reason
2020-05-01,Accommodation,Previous accommodation ended,Vic,5291.0,individual_reason
2020-05-01,Financial,Financial difficulties,Vic,13069.0,individual_reason
2020-05-01,Financial,Housing affordability stress,Vic,9549.0,individual_reason
2020-05-01,Financial,Employment difficulties,Vic,2035.0,individual_reason
2020-05-01,Financial,Unemployment,Vic,3703.0,individual_reason
2020-05-01,Financial,Problematic gambling,Vic,52.0,individual_reason
2020-05-01,Interpersonal,Time out from family/other situation,Vic,2377.0,individual_reason
2020-05-01,Interpersonal,Relationship/family breakdown,Vic,5906.0,individual_reason
2020-05-01,Interpersonal,Sexual abuse,Vic,541.0,individual_reason
2020-05-01,Interpersonal,Family and domestic violence,Vic,13859.0,individual_reason
2020-05-01,Interpersonal,Non-family violence,Vic,803.0,individual_reason
2020-05-01,Health,Mental health issues,Vic,5693.0,individual_reason
2020-05-01,Health,Medical issues,Vic,2793.0,individual_reason
2020-05-01,Health,Problematic drug or substance use,Vic,2192.0,individual_reason
2020-05-01,Health,Problematic alcohol use,Vic,668.0,individual_reason
2020-05-01,Other,Transition from custodial arrangements,Vic,1187.0,individual_reason
2020-05-01,Other,Transition from foster care and child safety residential placements,Vic,202.0,individual_reason
2020-05-01,Other,Transition from other care arrangements,Vic,315.0,individual_reason
2020-05-01,Other,Discrimination including racial discrimination,Vic,167.0,individual_reason
2020-05-01,Other,Itinerant,Vic,1251.0,individual_reason
2020-05-01,Other,Unable to return home due to environmental reasons,Vic,518.0,individual_reason
2020-05-01,Other,Disengagement with school or other education and training,Vic,483.0,individual_reason
2020-05-01,Other,Lack of family and/or community support,Vic,5487.0,individual_reason
2020-05-01,Other,Other (not elsewhere classified),Vic,1737.0,individual_reason
2020-05-01,COVID,COVID-19,Vic,3594.0,individual_reason
2020-04-01,Accommodation,Housing crisis (e.g. eviction),Vic,9965.0,individual_reason
2020-04-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8664.0,individual_reason
2020-04-01,Accommodation,Previous accommodation ended,Vic,4817.0,individual_reason
2020-04-01,Financial,Financial difficulties,Vic,13268.0,individual_reason
2020-04-01,Financial,Housing affordability stress,Vic,9543.0,individual_reason
2020-04-01,Financial,Employment difficulties,Vic,2205.0,individual_reason
2020-04-01,Financial,Unemployment,Vic,3592.0,individual_reason
2020-04-01,Financial,Problematic gambling,Vic,48.0,individual_reason
2020-04-01,Interpersonal,Time out from family/other situation,Vic,2282.0,individual_reason
2020-04-01,Interpersonal,Relationship/family breakdown,Vic,5822.0,individual_reason
2020-04-01,Interpersonal,Sexual abuse,Vic,525.0,individual_reason
2020-04-01,Interpersonal,Family and domestic violence,Vic,13731.0,individual_reason
2020-04-01,Interpersonal,Non-family violence,Vic,705.0,individual_reason
2020-04-01,Health,Mental health issues,Vic,5478.0,individual_reason
2020-04-01,Health,Medical issues,Vic,2631.0,individual_reason
2020-04-01,Health,Problematic drug or substance use,Vic,2042.0,individual_reason
2020-04-01,Health,Problematic alcohol use,Vic,632.0,individual_reason
2020-04-01,Other,Transition from custodial arrangements,Vic,1178.0,individual_reason
2020-04-01,Other,Transition from foster care and child safety residential placements,Vic,199.0,individual_reason
2020-04-01,Other,Transition from other care arrangements,Vic,324.0,individual_reason
2020-04-01,Other,Discrimination including racial discrimination,Vic,142.0,individual_reason
2020-04-01,Other,Itinerant,Vic,1134.0,individual_reason
2020-04-01,Other,Unable to return home due to environmental reasons,Vic,527.0,individual_reason
2020-04-01,Other,Disengagement with school or other education and training,Vic,485.0,individual_reason
2020-04-01,Other,Lack of family and/or community support,Vic,5289.0,individual_reason
2020-04-01,Other,Other (not elsewhere classified),Vic,1796.0,individual_reason
2020-04-01,COVID,COVID-19,Vic,3064.0,individual_reason
2020-03-01,Accommodation,Housing crisis (e.g. eviction),Vic,10090.0,individual_reason
2020-03-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8343.0,individual_reason
2020-03-01,Accommodation,Previous accommodation ended,Vic,4624.0,individual_reason
2020-03-01,Financial,Financial difficulties,Vic,13016.0,individual_reason
2020-03-01,Financial,Housing affordability stress,Vic,9380.0,individual_reason
2020-03-01,Financial,Employment difficulties,Vic,1991.0,individual_reason
2020-03-01,Financial,Unemployment,Vic,3190.0,individual_reason
2020-03-01,Financial,Problematic gambling,Vic,51.0,individual_reason
2020-03-01,Interpersonal,Time out from family/other situation,Vic,2180.0,individual_reason
2020-03-01,Interpersonal,Relationship/family breakdown,Vic,5645.0,individual_reason
2020-03-01,Interpersonal,Sexual abuse,Vic,530.0,individual_reason
2020-03-01,Interpersonal,Family and domestic violence,Vic,14305.0,individual_reason
2020-03-01,Interpersonal,Non-family violence,Vic,736.0,individual_reason
2020-03-01,Health,Mental health issues,Vic,5545.0,individual_reason
2020-03-01,Health,Medical issues,Vic,2699.0,individual_reason
2020-03-01,Health,Problematic drug or substance use,Vic,1906.0,individual_reason
2020-03-01,Health,Problematic alcohol use,Vic,569.0,individual_reason
2020-03-01,Other,Transition from custodial arrangements,Vic,1235.0,individual_reason
2020-03-01,Other,Transition from foster care and child safety residential placements,Vic,179.0,individual_reason
2020-03-01,Other,Transition from other care arrangements,Vic,304.0,individual_reason
2020-03-01,Other,Discrimination including racial discrimination,Vic,159.0,individual_reason
2020-03-01,Other,Itinerant,Vic,1093.0,individual_reason
2020-03-01,Other,Unable to return home due to environmental reasons,Vic,444.0,individual_reason
2020-03-01,Other,Disengagement with school or other education and training,Vic,512.0,individual_reason
2020-03-01,Other,Lack of family and/or community support,Vic,5424.0,individual_reason
2020-03-01,Other,Other (not elsewhere classified),Vic,2027.0,individual_reason
2020-03-01,COVID,COVID-19,Vic,601.0,individual_reason
2020-02-01,Accommodation,Housing crisis (e.g. eviction),Vic,9961.0,individual_reason
2020-02-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8111.0,individual_reason
2020-02-01,Accommodation,Previous accommodation ended,Vic,4698.0,individual_reason
2020-02-01,Financial,Financial difficulties,Vic,12756.0,individual_reason
2020-02-01,Financial,Housing affordability stress,Vic,9144.0,individual_reason
2020-02-01,Financial,Employment difficulties,Vic,1892.0,individual_reason
2020-02-01,Financial,Unemployment,Vic,3073.0,individual_reason
2020-02-01,Financial,Problematic gambling,Vic,70.0,individual_reason
2020-02-01,Interpersonal,Time out from family/other situation,Vic,2197.0,individual_reason
2020-02-01,Interpersonal,Relationship/family breakdown,Vic,5730.0,individual_reason
2020-02-01,Interpersonal,Sexual abuse,Vic,546.0,individual_reason
2020-02-01,Interpersonal,Family and domestic violence,Vic,14086.0,individual_reason
2020-02-01,Interpersonal,Non-family violence,Vic,728.0,individual_reason
2020-02-01,Health,Mental health issues,Vic,5527.0,individual_reason
2020-02-01,Health,Medical issues,Vic,2685.0,individual_reason
2020-02-01,Health,Problematic drug or substance use,Vic,1951.0,individual_reason
2020-02-01,Health,Problematic alcohol use,Vic,674.0,individual_reason
2020-02-01,Other,Transition from custodial arrangements,Vic,1276.0,individual_reason
2020-02-01,Other,Transition from foster care and child safety residential placements,Vic,176.0,individual_reason
2020-02-01,Other,Transition from other care arrangements,Vic,344.0,individual_reason
2020-02-01,Other,Discrimination including racial discrimination,Vic,180.0,individual_reason
2020-02-01,Other,Itinerant,Vic,998.0,individual_reason
2020-02-01,Other,Unable to return home due to environmental reasons,Vic,434.0,individual_reason
2020-02-01,Other,Disengagement with school or other education and training,Vic,497.0,individual_reason
2020-02-01,Other,Lack of family and/or community support,Vic,5328.0,individual_reason
2020-02-01,Other,Other (not elsewhere classified),Vic,2139.0,individual_reason
2020-01-01,Accommodation,Housing crisis (e.g. eviction),Vic,10039.0,individual_reason
2020-01-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8226.0,individual_reason
2020-01-01,Accommodation,Previous accommodation ended,Vic,4805.0,individual_reason
2020-01-01,Financial,Financial difficulties,Vic,12619.0,individual_reason
2020-01-01,Financial,Housing affordability stress,Vic,9188.0,individual_reason
2020-01-01,Financial,Employment difficulties,Vic,1899.0,individual_reason
2020-01-01,Financial,Unemployment,Vic,3077.0,individual_reason
2020-01-01,Financial,Problematic gambling,Vic,69.0,individual_reason
2020-01-01,Interpersonal,Time out from family/other situation,Vic,2246.0,individual_reason
2020-01-01,Interpersonal,Relationship/family breakdown,Vic,5794.0,individual_reason
2020-01-01,Interpersonal,Sexual abuse,Vic,556.0,individual_reason
2020-01-01,Interpersonal,Family and domestic violence,Vic,14273.0,individual_reason
2020-01-01,Interpersonal,Non-family violence,Vic,732.0,individual_reason
2020-01-01,Health,Mental health issues,Vic,5525.0,individual_reason
2020-01-01,Health,Medical issues,Vic,2571.0,individual_reason
2020-01-01,Health,Problematic drug or substance use,Vic,2012.0,individual_reason
2020-01-01,Health,Problematic alcohol use,Vic,634.0,individual_reason
2020-01-01,Other,Transition from custodial arrangements,Vic,1255.0,individual_reason
2020-01-01,Other,Transition from foster care and child safety residential placements,Vic,173.0,individual_reason
2020-01-01,Other,Transition from other care arrangements,Vic,343.0,individual_reason
2020-01-01,Other,Discrimination including racial discrimination,Vic,168.0,individual_reason
2020-01-01,Other,Itinerant,Vic,959.0,individual_reason
2020-01-01,Other,Unable to return home due to environmental reasons,Vic,710.0,individual_reason
2020-01-01,Other,Disengagement with school or other education and training,Vic,470.0,individual_reason
2020-01-01,Other,Lack of family and/or community support,Vic,5225.0,individual_reason
2020-01-01,Other,Other (not elsewhere classified),Vic,2064.0,individual_reason
2019-12-01,Accommodation,Housing crisis (e.g. eviction),Vic,9554.0,individual_reason
2019-12-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8051.0,individual_reason
2019-12-01,Accommodation,Previous accommodation ended,Vic,4476.0,individual_reason
2019-12-01,Financial,Financial difficulties,Vic,12328.0,individual_reason
2019-12-01,Financial,Housing affordability stress,Vic,8936.0,individual_reason
2019-12-01,Financial,Employment difficulties,Vic,1669.0,individual_reason
2019-12-01,Financial,Unemployment,Vic,2917.0,individual_reason
2019-12-01,Financial,Problematic gambling,Vic,73.0,individual_reason
2019-12-01,Interpersonal,Time out from family/other situation,Vic,2130.0,individual_reason
2019-12-01,Interpersonal,Relationship/family breakdown,Vic,5515.0,individual_reason
2019-12-01,Interpersonal,Sexual abuse,Vic,539.0,individual_reason
2019-12-01,Interpersonal,Family and domestic violence,Vic,14266.0,individual_reason
2019-12-01,Interpersonal,Non-family violence,Vic,704.0,individual_reason
2019-12-01,Health,Mental health issues,Vic,5369.0,individual_reason
2019-12-01,Health,Medical issues,Vic,2572.0,individual_reason
2019-12-01,Health,Problematic drug or substance use,Vic,1879.0,individual_reason
2019-12-01,Health,Problematic alcohol use,Vic,621.0,individual_reason
2019-12-01,Other,Transition from custodial arrangements,Vic,1175.0,individual_reason
2019-12-01,Other,Transition from foster care and child safety residential placements,Vic,173.0,individual_reason
2019-12-01,Other,Transition from other care arrangements,Vic,314.0,individual_reason
2019-12-01,Other,Discrimination including racial discrimination,Vic,170.0,individual_reason
2019-12-01,Other,Itinerant,Vic,928.0,individual_reason
2019-12-01,Other,Unable to return home due to environmental reasons,Vic,450.0,individual_reason
2019-12-01,Other,Disengagement with school or other education and training,Vic,500.0,individual_reason
2019-12-01,Other,Lack of family and/or community support,Vic,5132.0,individual_reason
2019-12-01,Other,Other (not elsewhere classified),Vic,2092.0,individual_reason
2019-11-01,Accommodation,Housing crisis (e.g. eviction),Vic,9636.0,individual_reason
2019-11-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8090.0,individual_reason
2019-11-01,Accommodation,Previous accommodation ended,Vic,4547.0,individual_reason
2019-11-01,Financial,Financial difficulties,Vic,11966.0,individual_reason
2019-11-01,Financial,Housing affordability stress,Vic,8787.0,individual_reason
2019-11-01,Financial,Employment difficulties,Vic,1602.0,individual_reason
2019-11-01,Financial,Unemployment,Vic,2944.0,individual_reason
2019-11-01,Financial,Problematic gambling,Vic,53.0,individual_reason
2019-11-01,Interpersonal,Time out from family/other situation,Vic,2171.0,individual_reason
2019-11-01,Interpersonal,Relationship/family breakdown,Vic,5654.0,individual_reason
2019-11-01,Interpersonal,Sexual abuse,Vic,582.0,individual_reason
2019-11-01,Interpersonal,Family and domestic violence,Vic,14272.0,individual_reason
2019-11-01,Interpersonal,Non-family violence,Vic,753.0,individual_reason
2019-11-01,Health,Mental health issues,Vic,5445.0,individual_reason
2019-11-01,Health,Medical issues,Vic,2622.0,individual_reason
2019-11-01,Health,Problematic drug or substance use,Vic,1912.0,individual_reason
2019-11-01,Health,Problematic alcohol use,Vic,657.0,individual_reason
2019-11-01,Other,Transition from custodial arrangements,Vic,1148.0,individual_reason
2019-11-01,Other,Transition from foster care and child safety residential placements,Vic,193.0,individual_reason
2019-11-01,Other,Transition from other care arrangements,Vic,320.0,individual_reason
2019-11-01,Other,Discrimination including racial discrimination,Vic,175.0,individual_reason
2019-11-01,Other,Itinerant,Vic,934.0,individual_reason
2019-11-01,Other,Unable to return home due to environmental reasons,Vic,460.0,individual_reason
2019-11-01,Other,Disengagement with school or other education and training,Vic,507.0,individual_reason
2019-11-01,Other,Lack of family and/or community support,Vic,5174.0,individual_reason
2019-11-01,Other,Other (not elsewhere classified),Vic,2153.0,individual_reason
2019-10-01,Accommodation,Housing crisis (e.g. eviction),Vic,10017.0,individual_reason
2019-10-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8489.0,individual_reason
2019-10-01,Accommodation,Previous accommodation ended,Vic,4707.0,individual_reason
2019-10-01,Financial,Financial difficulties,Vic,12580.0,individual_reason
2019-10-01,Financial,Housing affordability stress,Vic,9357.0,individual_reason
2019-10-01,Financial,Employment difficulties,Vic,1788.0,individual_reason
2019-10-01,Financial,Unemployment,Vic,3162.0,individual_reason
2019-10-01,Financial,Problematic gambling,Vic,67.0,individual_reason
2019-10-01,Interpersonal,Time out from family/other situation,Vic,2172.0,individual_reason
2019-10-01,Interpersonal,Relationship/family breakdown,Vic,5743.0,individual_reason
2019-10-01,Interpersonal,Sexual abuse,Vic,596.0,individual_reason
2019-10-01,Interpersonal,Family and domestic violence,Vic,14330.0,individual_reason
2019-10-01,Interpersonal,Non-family violence,Vic,751.0,individual_reason
2019-10-01,Health,Mental health issues,Vic,5744.0,individual_reason
2019-10-01,Health,Medical issues,Vic,2723.0,individual_reason
2019-10-01,Health,Problematic drug or substance use,Vic,2045.0,individual_reason
2019-10-01,Health,Problematic alcohol use,Vic,793.0,individual_reason
2019-10-01,Other,Transition from custodial arrangements,Vic,1250.0,individual_reason
2019-10-01,Other,Transition from foster care and child safety residential placements,Vic,175.0,individual_reason
2019-10-01,Other,Transition from other care arrangements,Vic,307.0,individual_reason
2019-10-01,Other,Discrimination including racial discrimination,Vic,180.0,individual_reason
2019-10-01,Other,Itinerant,Vic,978.0,individual_reason
2019-10-01,Other,Unable to return home due to environmental reasons,Vic,458.0,individual_reason
2019-10-01,Other,Disengagement with school or other education and training,Vic,523.0,individual_reason
2019-10-01,Other,Lack of family and/or community support,Vic,5241.0,individual_reason
2019-10-01,Other,Other (not elsewhere classified),Vic,2177.0,individual_reason
2019-09-01,Accommodation,Housing crisis (e.g. eviction),Vic,9653.0,individual_reason
2019-09-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8223.0,individual_reason
2019-09-01,Accommodation,Previous accommodation ended,Vic,4545.0,individual_reason
2019-09-01,Financial,Financial difficulties,Vic,11799.0,individual_reason
2019-09-01,Financial,Housing affordability stress,Vic,8859.0,individual_reason
2019-09-01,Financial,Employment difficulties,Vic,1636.0,individual_reason
2019-09-01,Financial,Unemployment,Vic,3027.0,individual_reason
2019-09-01,Financial,Problematic gambling,Vic,66.0,individual_reason
2019-09-01,Interpersonal,Time out from family/other situation,Vic,2115.0,individual_reason
2019-09-01,Interpersonal,Relationship/family breakdown,Vic,5521.0,individual_reason
2019-09-01,Interpersonal,Sexual abuse,Vic,577.0,individual_reason
2019-09-01,Interpersonal,Family and domestic violence,Vic,13634.0,individual_reason
2019-09-01,Interpersonal,Non-family violence,Vic,762.0,individual_reason
2019-09-01,Health,Mental health issues,Vic,5520.0,individual_reason
2019-09-01,Health,Medical issues,Vic,2584.0,individual_reason
2019-09-01,Health,Problematic drug or substance use,Vic,1954.0,individual_reason
2019-09-01,Health,Problematic alcohol use,Vic,649.0,individual_reason
2019-09-01,Other,Transition from custodial arrangements,Vic,1157.0,individual_reason
2019-09-01,Other,Transition from foster care and child safety residential placements,Vic,167.0,individual_reason
2019-09-01,Other,Transition from other care arrangements,Vic,294.0,individual_reason
2019-09-01,Other,Discrimination including racial discrimination,Vic,173.0,individual_reason
2019-09-01,Other,Itinerant,Vic,982.0,individual_reason
2019-09-01,Other,Unable to return home due to environmental reasons,Vic,408.0,individual_reason
2019-09-01,Other,Disengagement with school or other education and training,Vic,530.0,individual_reason
2019-09-01,Other,Lack of family and/or community support,Vic,5150.0,individual_reason
2019-09-01,Other,Other (not elsewhere classified),Vic,2092.0,individual_reason
2019-08-01,Accommodation,Housing crisis (e.g. eviction),Vic,9994.0,individual_reason
2019-08-01,Accommodation,Inadequate or inappropriate dwelling conditions,Vic,8387.0,individual_reason
2019-08-01,Accommodation,Previous accommodation ended,Vic,4566.0,individual_reason
2019-08-01,Financial,Financial difficulties,Vic,12119.0,individual_reason
2019-08-01,Financial,Housing affordability stress,Vic,9180.0,individual_reason
2019-08-01,Financial,Employment difficulties,Vic,1567.0,individual_reason
2019-08-01,Financial,Unemployment,Vic,3279.0,individual_reason
2019-08-01,Financial,Problematic gambling,Vic,54.0,individual_reason
2019-08-01,Interpersonal,Time out from family/other situation,Vic,2253.0,individual_reason
2019-08-01,Interpersonal,Relationship/family breakdown,Vic,5679.0,individual_reason
2019-08-01,Interpersonal,Sexual abuse,Vic,555.0,individual_reason
2019-08-01,Interpersonal,Family and domestic violence,Vic,13930.0,individual_reason
2019-08-01,Interpersonal,Non-family violence,Vic,733.0,individual_reason
2019-08-01,Health,Mental health issues,Vic,5625.0,individual_reason
2019-08-01,Health,Medical issues,Vic,2706.0,individual_reason
2019-08-01,Health,Problematic drug or substance use,Vic,2046.0,individual_reason
2019-08-01,Health,Problematic alcohol use,Vic,623.0,individual_reason
2019-08-01,Other,Transition from custodial arrangements,Vic,1241.0,individual_reason
2019-08-01,Other,Transition from foster care and child safety residential placements,Vic,170.0,individual_reason
