Month,Client_Group,State,Count
2022-02-01,Drug or alcohol issues,SA,481.0
2022-02-01,Financial assistance for accommodation,SA,54.0
2022-02-01,Nights in emergency accommodation,SA,7269.0
2022-02-01,Emergency accommodation,SA,409.0
2022-02-01,Homeless,SA,2950.0
2022-02-01,At risk of homelessness,SA,3215.0
2022-01-01,Indigenous,SA,1669.0
2022-01-01,FDV,SA,1432.0
2022-01-01,Mental health,SA,1838.0
2022-01-01,Drug or alcohol issues,SA,494.0
2022-01-01,Financial assistance for accommodation,SA,91.0
2022-01-01,Nights in emergency accommodation,SA,7513.0
2022-01-01,Emergency accommodation,SA,408.0
2022-01-01,Homeless,SA,2927.0
2022-01-01,At risk of homelessness,SA,3120.0
2021-12-01,Indigenous,SA,1758.0
2021-12-01,FDV,SA,1396.0
2021-12-01,Mental health,SA,1850.0
2021-12-01,Drug or alcohol issues,SA,503.0
2021-12-01,Financial assistance for accommodation,SA,50.0
2021-12-01,Nights in emergency accommodation,SA,7595.0
2021-12-01,Emergency accommodation,SA,404.0
2021-12-01,Homeless,SA,2833.0
2021-12-01,At risk of homelessness,SA,3280.0
2021-11-01,Indigenous,SA,1840.0
2021-11-01,FDV,SA,1545.0
2021-11-01,Mental health,SA,1935.0
2021-11-01,Drug or alcohol issues,SA,520.0
2021-11-01,Financial assistance for accommodation,SA,60.0
2021-11-01,Nights in emergency accommodation,SA,7847.0
2021-11-01,Emergency accommodation,SA,475.0
2021-11-01,Homeless,SA,3116.0
2021-11-01,At risk of homelessness,SA,3471.0
2021-10-01,Indigenous,SA,1752.0
2021-10-01,FDV,SA,1528.0
2021-10-01,Mental health,SA,1807.0
2021-10-01,Drug or alcohol issues,SA,469.0
2021-10-01,Financial assistance for accommodation,SA,94.0
2021-10-01,Nights in emergency accommodation,SA,8598.0
2021-10-01,Emergency accommodation,SA,456.0
2021-10-01,Homeless,SA,3086.0
2021-10-01,At risk of homelessness,SA,3244.0
2021-09-01,Indigenous,SA,1788.0
2021-09-01,FDV,SA,1560.0
2021-09-01,Mental health,SA,1835.0
2021-09-01,Drug or alcohol issues,SA,510.0
2021-09-01,Financial assistance for accommodation,SA,69.0
2021-09-01,Nights in emergency accommodation,SA,9284.0
2021-09-01,Emergency accommodation,SA,508.0
2021-09-01,Homeless,SA,2901.0
2021-09-01,At risk of homelessness,SA,3272.0
2021-08-01,Indigenous,SA,1678.0
2021-08-01,FDV,SA,1519.0
2021-08-01,Mental health,SA,1721.0
2021-08-01,Drug or alcohol issues,SA,511.0
2021-08-01,Financial assistance for accommodation,SA,82.0
2021-08-01,Nights in emergency accommodation,SA,8634.0
2021-08-01,Emergency accommodation,SA,461.0
2021-08-01,Homeless,SA,2901.0
2021-08-01,At risk of homelessness,SA,3089.0
2021-07-01,Indigenous,SA,1519.0
2021-07-01,FDV,SA,1154.0
2021-07-01,Mental health,SA,1465.0
2021-07-01,Drug or alcohol issues,SA,474.0
2021-07-01,Financial assistance for accommodation,SA,97.0
2021-07-01,Nights in emergency accommodation,SA,6347.0
2021-07-01,Emergency accommodation,SA,408.0
2021-07-01,Homeless,SA,2816.0
2021-07-01,At risk of homelessness,SA,2290.0
2021-06-01,Indigenous,SA,1715.0
2021-06-01,FDV,SA,1727.0
2021-06-01,Mental health,SA,1829.0
2021-06-01,Drug or alcohol issues,SA,534.0
2021-06-01,Financial assistance for accommodation,SA,70.0
2021-06-01,Nights in emergency accommodation,SA,9367.0
2021-06-01,Emergency accommodation,SA,539.0
2021-06-01,Homeless,SA,2538.0
2021-06-01,At risk of homelessness,SA,3545.0
2021-05-01,Indigenous,SA,1777.0
2021-05-01,FDV,SA,1756.0
2021-05-01,Mental health,SA,1843.0
2021-05-01,Drug or alcohol issues,SA,545.0
2021-05-01,Financial assistance for accommodation,SA,68.0
2021-05-01,Nights in emergency accommodation,SA,10451.0
2021-05-01,Emergency accommodation,SA,576.0
2021-05-01,Homeless,SA,2584.0
2021-05-01,At risk of homelessness,SA,3713.0
2021-04-01,Indigenous,SA,1753.0
2021-04-01,FDV,SA,1716.0
2021-04-01,Mental health,SA,1813.0
2021-04-01,Drug or alcohol issues,SA,548.0
2021-04-01,Financial assistance for accommodation,SA,77.0
2021-04-01,Nights in emergency accommodation,SA,9329.0
2021-04-01,Emergency accommodation,SA,535.0
2021-04-01,Homeless,SA,2597.0
2021-04-01,At risk of homelessness,SA,3533.0
2021-03-01,Indigenous,SA,1880.0
2021-03-01,FDV,SA,1855.0
2021-03-01,Mental health,SA,1906.0
2021-03-01,Drug or alcohol issues,SA,596.0
2021-03-01,Financial assistance for accommodation,SA,85.0
2021-03-01,Nights in emergency accommodation,SA,9016.0
2021-03-01,Emergency accommodation,SA,527.0
2021-03-01,Homeless,SA,2741.0
2021-03-01,At risk of homelessness,SA,3768.0
2021-02-01,Indigenous,SA,1781.0
2021-02-01,FDV,SA,1684.0
2021-02-01,Mental health,SA,1824.0
2021-02-01,Drug or alcohol issues,SA,587.0
2021-02-01,Financial assistance for accommodation,SA,73.0
2021-02-01,Nights in emergency accommodation,SA,8004.0
2021-02-01,Emergency accommodation,SA,499.0
2021-02-01,Homeless,SA,2570.0
2021-02-01,At risk of homelessness,SA,3562.0
2021-01-01,Indigenous,SA,1676.0
2021-01-01,FDV,SA,1574.0
2021-01-01,Mental health,SA,1683.0
2021-01-01,Drug or alcohol issues,SA,590.0
2021-01-01,Financial assistance for accommodation,SA,78.0
2021-01-01,Nights in emergency accommodation,SA,9030.0
2021-01-01,Emergency accommodation,SA,488.0
2021-01-01,Homeless,SA,2446.0
2021-01-01,At risk of homelessness,SA,3329.0
2020-12-01,Indigenous,SA,1795.0
2020-12-01,FDV,SA,1696.0
2020-12-01,Mental health,SA,1784.0
2020-12-01,Drug or alcohol issues,SA,596.0
2020-12-01,Financial assistance for accommodation,SA,85.0
2020-12-01,Nights in emergency accommodation,SA,9487.0
2020-12-01,Emergency accommodation,SA,522.0
2020-12-01,Homeless,SA,2536.0
2020-12-01,At risk of homelessness,SA,3487.0
2020-11-01,Indigenous,SA,1823.0
2020-11-01,FDV,SA,1749.0
2020-11-01,Mental health,SA,1840.0
2020-11-01,Drug or alcohol issues,SA,621.0
2020-11-01,Financial assistance for accommodation,SA,75.0
2020-11-01,Nights in emergency accommodation,SA,9791.0
2020-11-01,Emergency accommodation,SA,561.0
2020-11-01,Homeless,SA,2635.0
2020-11-01,At risk of homelessness,SA,3518.0
2020-10-01,Indigenous,SA,1843.0
2020-10-01,FDV,SA,1781.0
2020-10-01,Mental health,SA,1877.0
2020-10-01,Drug or alcohol issues,SA,658.0
2020-10-01,Financial assistance for accommodation,SA,93.0
2020-10-01,Nights in emergency accommodation,SA,9733.0
2020-10-01,Emergency accommodation,SA,553.0
2020-10-01,Homeless,SA,2710.0
2020-10-01,At risk of homelessness,SA,3494.0
2020-09-01,Indigenous,SA,1876.0
2020-09-01,FDV,SA,1812.0
2020-09-01,Mental health,SA,1895.0
2020-09-01,Drug or alcohol issues,SA,667.0
2020-09-01,Financial assistance for accommodation,SA,71.0
2020-09-01,Nights in emergency accommodation,SA,9451.0
2020-09-01,Emergency accommodation,SA,587.0
2020-09-01,Homeless,SA,2790.0
2020-09-01,At risk of homelessness,SA,3616.0
2020-08-01,Indigenous,SA,1842.0
2020-08-01,FDV,SA,1780.0
2020-08-01,Mental health,SA,1894.0
2020-08-01,Drug or alcohol issues,SA,659.0
2020-08-01,Financial assistance for accommodation,SA,68.0
2020-08-01,Nights in emergency accommodation,SA,10127.0
2020-08-01,Emergency accommodation,SA,560.0
2020-08-01,Homeless,SA,2664.0
2020-08-01,At risk of homelessness,SA,3557.0
2020-07-01,Indigenous,SA,1868.0
2020-07-01,FDV,SA,1810.0
2020-07-01,Mental health,SA,1920.0
2020-07-01,Drug or alcohol issues,SA,648.0
2020-07-01,Financial assistance for accommodation,SA,82.0
2020-07-01,Nights in emergency accommodation,SA,10073.0
2020-07-01,Emergency accommodation,SA,582.0
2020-07-01,Homeless,SA,2741.0
2020-07-01,At risk of homelessness,SA,3618.0
2020-06-01,Indigenous,SA,1828.0
2020-06-01,FDV,SA,1801.0
2020-06-01,Mental health,SA,1933.0
2020-06-01,Drug or alcohol issues,SA,649.0
2020-06-01,Financial assistance for accommodation,SA,89.0
2020-06-01,Nights in emergency accommodation,SA,9560.0
2020-06-01,Emergency accommodation,SA,542.0
2020-06-01,Homeless,SA,2882.0
2020-06-01,At risk of homelessness,SA,3513.0
2020-05-01,Indigenous,SA,1751.0
2020-05-01,FDV,SA,1776.0
2020-05-01,Mental health,SA,1849.0
2020-05-01,Drug or alcohol issues,SA,630.0
2020-05-01,Financial assistance for accommodation,SA,85.0
2020-05-01,Nights in emergency accommodation,SA,8551.0
2020-05-01,Emergency accommodation,SA,531.0
2020-05-01,Homeless,SA,2823.0
2020-05-01,At risk of homelessness,SA,3330.0
2020-04-01,Indigenous,SA,1653.0
2020-04-01,FDV,SA,1747.0
2020-04-01,Mental health,SA,1837.0
2020-04-01,Drug or alcohol issues,SA,581.0
2020-04-01,Financial assistance for accommodation,SA,54.0
2020-04-01,Nights in emergency accommodation,SA,7642.0
2020-04-01,Emergency accommodation,SA,468.0
2020-04-01,Homeless,SA,2633.0
2020-04-01,At risk of homelessness,SA,3410.0
2020-03-01,Indigenous,SA,1675.0
2020-03-01,FDV,SA,1763.0
2020-03-01,Mental health,SA,1858.0
2020-03-01,Drug or alcohol issues,SA,580.0
2020-03-01,Financial assistance for accommodation,SA,89.0
2020-03-01,Nights in emergency accommodation,SA,7666.0
2020-03-01,Emergency accommodation,SA,425.0
2020-03-01,Homeless,SA,2634.0
2020-03-01,At risk of homelessness,SA,3579.0
2020-02-01,Indigenous,SA,1582.0
2020-02-01,FDV,SA,1794.0
2020-02-01,Mental health,SA,1763.0
2020-02-01,Drug or alcohol issues,SA,553.0
2020-02-01,Financial assistance for accommodation,SA,77.0
2020-02-01,Nights in emergency accommodation,SA,7852.0
2020-02-01,Emergency accommodation,SA,493.0
2020-02-01,Homeless,SA,2557.0
2020-02-01,At risk of homelessness,SA,3291.0
2020-01-01,Indigenous,SA,1638.0
2020-01-01,FDV,SA,1732.0
2020-01-01,Mental health,SA,1721.0
2020-01-01,Drug or alcohol issues,SA,537.0
2020-01-01,Financial assistance for accommodation,SA,78.0
2020-01-01,Nights in emergency accommodation,SA,8867.0
2020-01-01,Emergency accommodation,SA,520.0
2020-01-01,Homeless,SA,2499.0
2020-01-01,At risk of homelessness,SA,3281.0
2019-12-01,Indigenous,SA,1579.0
2019-12-01,FDV,SA,1741.0
2019-12-01,Mental health,SA,1639.0
2019-12-01,Drug or alcohol issues,SA,512.0
2019-12-01,Financial assistance for accommodation,SA,59.0
2019-12-01,Nights in emergency accommodation,SA,8980.0
2019-12-01,Emergency accommodation,SA,526.0
2019-12-01,Homeless,SA,2525.0
2019-12-01,At risk of homelessness,SA,3266.0
2019-11-01,Indigenous,SA,1550.0
2019-11-01,FDV,SA,1790.0
2019-11-01,Mental health,SA,1707.0
2019-11-01,Drug or alcohol issues,SA,493.0
2019-11-01,Financial assistance for accommodation,SA,61.0
2019-11-01,Nights in emergency accommodation,SA,8709.0
2019-11-01,Emergency accommodation,SA,543.0
2019-11-01,Homeless,SA,2589.0
2019-11-01,At risk of homelessness,SA,3215.0
2019-10-01,Indigenous,SA,1640.0
2019-10-01,FDV,SA,1818.0
2019-10-01,Mental health,SA,1745.0
2019-10-01,Drug or alcohol issues,SA,497.0
2019-10-01,Financial assistance for accommodation,SA,71.0
2019-10-01,Nights in emergency accommodation,SA,8654.0
2019-10-01,Emergency accommodation,SA,533.0
2019-10-01,Homeless,SA,2627.0
2019-10-01,At risk of homelessness,SA,3359.0
2019-09-01,Indigenous,SA,1646.0
2019-09-01,FDV,SA,1785.0
2019-09-01,Mental health,SA,1753.0
2019-09-01,Drug or alcohol issues,SA,520.0
2019-09-01,Financial assistance for accommodation,SA,71.0
2019-09-01,Nights in emergency accommodation,SA,7558.0
2019-09-01,Emergency accommodation,SA,479.0
2019-09-01,Homeless,SA,2655.0
2019-09-01,At risk of homelessness,SA,3387.0
2019-08-01,Indigenous,SA,1557.0
2019-08-01,FDV,SA,1789.0
2019-08-01,Mental health,SA,1691.0
2019-08-01,Drug or alcohol issues,SA,514.0
2019-08-01,Financial assistance for accommodation,SA,64.0
2019-08-01,Nights in emergency accommodation,SA,7903.0
2019-08-01,Emergency accommodation,SA,514.0
2019-08-01,Homeless,SA,2543.0
2019-08-01,At risk of homelessness,SA,3399.0
2019-07-01,Indigenous,SA,1522.0
2019-07-01,FDV,SA,1846.0
2019-07-01,Mental health,SA,1683.0
2019-07-01,Drug or alcohol issues,SA,512.0
2019-07-01,Financial assistance for accommodation,SA,50.0
2019-07-01,Nights in emergency accommodation,SA,8275.0
2019-07-01,Emergency accommodation,SA,504.0
2019-07-01,Homeless,SA,2539.0
2019-07-01,At risk of homelessness,SA,3436.0
2019-06-01,Indigenous,SA,1471.0
2019-06-01,FDV,SA,1804.0
2019-06-01,Mental health,SA,1580.0
2019-06-01,Drug or alcohol issues,SA,480.0
2019-06-01,Financial assistance for accommodation,SA,62.0
2019-06-01,Nights in emergency accommodation,SA,8457.0
2019-06-01,Emergency accommodation,SA,518.0
2019-06-01,Homeless,SA,2504.0
2019-06-01,At risk of homelessness,SA,3305.0
2019-05-01,Indigenous,SA,1636.0
2019-05-01,FDV,SA,1971.0
2019-05-01,Mental health,SA,1747.0
2019-05-01,Drug or alcohol issues,SA,512.0
2019-05-01,Financial assistance for accommodation,SA,61.0
2019-05-01,Nights in emergency accommodation,SA,9888.0
2019-05-01,Emergency accommodation,SA,555.0
2019-05-01,Homeless,SA,2655.0
2019-05-01,At risk of homelessness,SA,3568.0
2019-04-01,Indigenous,SA,1557.0
2019-04-01,FDV,SA,1847.0
2019-04-01,Mental health,SA,1633.0
2019-04-01,Drug or alcohol issues,SA,480.0
2019-04-01,Financial assistance for accommodation,SA,62.0
2019-04-01,Nights in emergency accommodation,SA,9591.0
2019-04-01,Emergency accommodation,SA,543.0
2019-04-01,Homeless,SA,2555.0
2019-04-01,At risk of homelessness,SA,3376.0
2019-03-01,Indigenous,SA,1661.0
2019-03-01,FDV,SA,2013.0
2019-03-01,Mental health,SA,1755.0
2019-03-01,Drug or alcohol issues,SA,517.0
2019-03-01,Financial assistance for accommodation,SA,73.0
2019-03-01,Nights in emergency accommodation,SA,11419.0
2019-03-01,Emergency accommodation,SA,661.0
2019-03-01,Homeless,SA,2717.0
2019-03-01,At risk of homelessness,SA,3528.0
2019-02-01,Indigenous,SA,1649.0
2019-02-01,FDV,SA,1883.0
2019-02-01,Mental health,SA,1723.0
2019-02-01,Drug or alcohol issues,SA,531.0
2019-02-01,Financial assistance for accommodation,SA,78.0
2019-02-01,Nights in emergency accommodation,SA,11582.0
2019-02-01,Emergency accommodation,SA,615.0
2019-02-01,Homeless,SA,2775.0
2019-02-01,At risk of homelessness,SA,3351.0
2019-01-01,Indigenous,SA,1634.0
2019-01-01,FDV,SA,1851.0
2019-01-01,Mental health,SA,1739.0
2019-01-01,Drug or alcohol issues,SA,549.0
2019-01-01,Financial assistance for accommodation,SA,101.0
2019-01-01,Nights in emergency accommodation,SA,12393.0
2019-01-01,Emergency accommodation,SA,650.0
2019-01-01,Homeless,SA,2724.0
2019-01-01,At risk of homelessness,SA,3337.0
2018-12-01,Indigenous,SA,1493.0
2018-12-01,FDV,SA,1708.0
2018-12-01,Mental health,SA,1611.0
2018-12-01,Drug or alcohol issues,SA,484.0
2018-12-01,Financial assistance for accommodation,SA,80.0
2018-12-01,Nights in emergency accommodation,SA,12165.0
2018-12-01,Emergency accommodation,SA,588.0
2018-12-01,Homeless,SA,2594.0
2018-12-01,At risk of homelessness,SA,3091.0
2018-11-01,Indigenous,SA,1620.0
2018-11-01,FDV,SA,1986.0
2018-11-01,Mental health,SA,1742.0
2018-11-01,Drug or alcohol issues,SA,550.0
2018-11-01,Financial assistance for accommodation,SA,72.0
2018-11-01,Nights in emergency accommodation,SA,12333.0
2018-11-01,Emergency accommodation,SA,625.0
2018-11-01,Homeless,SA,2838.0
2018-11-01,At risk of homelessness,SA,3449.0
2018-10-01,Indigenous,SA,1582.0
2018-10-01,FDV,SA,2092.0
2018-10-01,Mental health,SA,1746.0
2018-10-01,Drug or alcohol issues,SA,533.0
2018-10-01,Financial assistance for accommodation,SA,73.0
2018-10-01,Nights in emergency accommodation,SA,13313.0
2018-10-01,Emergency accommodation,SA,643.0
2018-10-01,Homeless,SA,2759.0
2018-10-01,At risk of homelessness,SA,3413.0
2018-09-01,Indigenous,SA,1583.0
2018-09-01,FDV,SA,1956.0
2018-09-01,Mental health,SA,1705.0
2018-09-01,Drug or alcohol issues,SA,531.0
2018-09-01,Financial assistance for accommodation,SA,86.0
2018-09-01,Nights in emergency accommodation,SA,12383.0
2018-09-01,Emergency accommodation,SA,635.0
2018-09-01,Homeless,SA,2678.0
2018-09-01,At risk of homelessness,SA,3326.0
2018-08-01,Indigenous,SA,1567.0
2018-08-01,FDV,SA,1926.0
2018-08-01,Mental health,SA,1683.0
2018-08-01,Drug or alcohol issues,SA,565.0
2018-08-01,Financial assistance for accommodation,SA,75.0
2018-08-01,Nights in emergency accommodation,SA,12822.0
2018-08-01,Emergency accommodation,SA,635.0
2018-08-01,Homeless,SA,2699.0
2018-08-01,At risk of homelessness,SA,3263.0
2018-07-01,Indigenous,SA,1564.0
2018-07-01,FDV,SA,1944.0
2018-07-01,Mental health,SA,1644.0
2018-07-01,Drug or alcohol issues,SA,545.0
2018-07-01,Financial assistance for accommodation,SA,71.0
2018-07-01,Nights in emergency accommodation,SA,12783.0
2018-07-01,Emergency accommodation,SA,644.0
2018-07-01,Homeless,SA,2652.0
2018-07-01,At risk of homelessness,SA,3301.0
2018-06-01,Indigenous,SA,1564.0
2018-06-01,FDV,SA,1880.0
2018-06-01,Mental health,SA,1626.0
2018-06-01,Drug or alcohol issues,SA,518.0
2018-06-01,Financial assistance for accommodation,SA,64.0
2018-06-01,Nights in emergency accommodation,SA,12421.0
2018-06-01,Emergency accommodation,SA,617.0
2018-06-01,Homeless,SA,2647.0
2018-06-01,At risk of homelessness,SA,3393.0
2018-05-01,Indigenous,SA,1602.0
2018-05-01,FDV,SA,1994.0
2018-05-01,Mental health,SA,1675.0
2018-05-01,Drug or alcohol issues,SA,510.0
2018-05-01,Financial assistance for accommodation,SA,83.0
2018-05-01,Nights in emergency accommodation,SA,13375.0
2018-05-01,Emergency accommodation,SA,685.0
2018-05-01,Homeless,SA,2732.0
2018-05-01,At risk of homelessness,SA,3599.0
2018-04-01,Indigenous,SA,1596.0
2018-04-01,FDV,SA,1871.0
2018-04-01,Mental health,SA,1551.0
2018-04-01,Drug or alcohol issues,SA,483.0
2018-04-01,Financial assistance for accommodation,SA,79.0
2018-04-01,Nights in emergency accommodation,SA,13159.0
2018-04-01,Emergency accommodation,SA,636.0
2018-04-01,Homeless,SA,2666.0
2018-04-01,At risk of homelessness,SA,3408.0
2018-03-01,Indigenous,SA,1684.0
2018-03-01,FDV,SA,1950.0
2018-03-01,Mental health,SA,1614.0
2018-03-01,Drug or alcohol issues,SA,532.0
2018-03-01,Financial assistance for accommodation,SA,68.0
2018-03-01,Nights in emergency accommodation,SA,13004.0
2018-03-01,Emergency accommodation,SA,630.0
2018-03-01,Homeless,SA,2707.0
2018-03-01,At risk of homelessness,SA,3572.0
2018-02-01,Indigenous,SA,1606.0
2018-02-01,FDV,SA,1946.0
2018-02-01,Mental health,SA,1596.0
2018-02-01,Drug or alcohol issues,SA,491.0
2018-02-01,Financial assistance for accommodation,SA,104.0
2018-02-01,Nights in emergency accommodation,SA,10848.0
2018-02-01,Emergency accommodation,SA,649.0
2018-02-01,Homeless,SA,2694.0
2018-02-01,At risk of homelessness,SA,3466.0
2018-01-01,Indigenous,SA,1593.0
2018-01-01,FDV,SA,1978.0
2018-01-01,Mental health,SA,1616.0
2018-01-01,Drug or alcohol issues,SA,499.0
2018-01-01,Financial assistance for accommodation,SA,86.0
2018-01-01,Nights in emergency accommodation,SA,12610.0
2018-01-01,Emergency accommodation,SA,674.0
2018-01-01,Homeless,SA,2533.0
2018-01-01,At risk of homelessness,SA,3474.0
2017-12-01,Indigenous,SA,1460.0
2017-12-01,FDV,SA,1874.0
2017-12-01,Mental health,SA,1507.0
2017-12-01,Drug or alcohol issues,SA,484.0
2017-12-01,Financial assistance for accommodation,SA,94.0
2017-12-01,Nights in emergency accommodation,SA,13232.0
2017-12-01,Emergency accommodation,SA,627.0
2017-12-01,Homeless,SA,2456.0
2017-12-01,At risk of homelessness,SA,3193.0
2017-11-01,Indigenous,SA,1618.0
2017-11-01,FDV,SA,2036.0
2017-11-01,Mental health,SA,1601.0
2017-11-01,Drug or alcohol issues,SA,545.0
2017-11-01,Financial assistance for accommodation,SA,77.0
2017-11-01,Nights in emergency accommodation,SA,13354.0
2017-11-01,Emergency accommodation,SA,674.0
2017-11-01,Homeless,SA,2610.0
2017-11-01,At risk of homelessness,SA,3494.0
2017-10-01,Indigenous,SA,1613.0
2017-10-01,FDV,SA,2070.0
2017-10-01,Mental health,SA,1548.0
2017-10-01,Drug or alcohol issues,SA,531.0
2017-10-01,Financial assistance for accommodation,SA,84.0
2017-10-01,Nights in emergency accommodation,SA,12499.0
2017-10-01,Emergency accommodation,SA,677.0
2017-10-01,Homeless,SA,2624.0
2017-10-01,At risk of homelessness,SA,3355.0
2017-09-01,Indigenous,SA,1588.0
2017-09-01,FDV,SA,1992.0
2017-09-01,Mental health,SA,1512.0
2017-09-01,Drug or alcohol issues,SA,529.0
2017-09-01,Financial assistance for accommodation,SA,74.0
2017-09-01,Nights in emergency accommodation,SA,12405.0
2017-09-01,Emergency accommodation,SA,623.0
2017-09-01,Homeless,SA,2628.0
2017-09-01,At risk of homelessness,SA,3399.0
2017-08-01,Indigenous,SA,1573.0
2017-08-01,FDV,SA,1952.0
2017-08-01,Mental health,SA,1519.0
2017-08-01,Drug or alcohol issues,SA,553.0
2017-08-01,Financial assistance for accommodation,SA,71.0
2017-08-01,Nights in emergency accommodation,SA,13074.0
2017-08-01,Emergency accommodation,SA,667.0
2017-08-01,Homeless,SA,2624.0
2017-08-01,At risk of homelessness,SA,3405.0
2017-07-01,Indigenous,SA,1518.0
2017-07-01,FDV,SA,1921.0
2017-07-01,Mental health,SA,1466.0
2017-07-01,Drug or alcohol issues,SA,530.0
2017-07-01,Financial assistance for accommodation,SA,63.0
2017-07-01,Nights in emergency accommodation,SA,13852.0
2017-07-01,Emergency accommodation,SA,682.0
2017-07-01,Homeless,SA,2559.0
2017-07-01,At risk of homelessness,SA,3437.0
2026-03-01,Indigenous,Tas,503.0
2026-03-01,FDV,Tas,530.0
2026-03-01,Mental health,Tas,1057.0
2026-03-01,Drug or alcohol issues,Tas,260.0
2026-03-01,Financial assistance for accommodation,Tas,66.0
2026-03-01,Nights in emergency accommodation,Tas,13997.0
2026-03-01,Emergency accommodation,Tas,643.0
2026-03-01,Homeless,Tas,1586.0
2026-03-01,At risk of homelessness,Tas,1094.0
2026-02-01,Indigenous,Tas,455.0
2026-02-01,FDV,Tas,494.0
2026-02-01,Mental health,Tas,1037.0
2026-02-01,Drug or alcohol issues,Tas,253.0
2026-02-01,Financial assistance for accommodation,Tas,39.0
2026-02-01,Nights in emergency accommodation,Tas,12171.0
2026-02-01,Emergency accommodation,Tas,604.0
2026-02-01,Homeless,Tas,1498.0
2026-02-01,At risk of homelessness,Tas,1061.0
2026-01-01,Indigenous,Tas,439.0
2026-01-01,FDV,Tas,476.0
2026-01-01,Mental health,Tas,1020.0
2026-01-01,Drug or alcohol issues,Tas,256.0
2026-01-01,Financial assistance for accommodation,Tas,40.0
2026-01-01,Nights in emergency accommodation,Tas,13735.0
2026-01-01,Emergency accommodation,Tas,616.0
2026-01-01,Homeless,Tas,1478.0
2026-01-01,At risk of homelessness,Tas,1048.0
2025-12-01,Indigenous,Tas,447.0
2025-12-01,FDV,Tas,502.0
2025-12-01,Mental health,Tas,1010.0
2025-12-01,Drug or alcohol issues,Tas,254.0
2025-12-01,Financial assistance for accommodation,Tas,45.0
2025-12-01,Nights in emergency accommodation,Tas,13201.0
2025-12-01,Emergency accommodation,Tas,591.0
2025-12-01,Homeless,Tas,1457.0
2025-12-01,At risk of homelessness,Tas,1048.0
2025-11-01,Indigenous,Tas,452.0
2025-11-01,FDV,Tas,507.0
2025-11-01,Mental health,Tas,1001.0
2025-11-01,Drug or alcohol issues,Tas,275.0
2025-11-01,Financial assistance for accommodation,Tas,48.0
2025-11-01,Nights in emergency accommodation,Tas,13021.0
2025-11-01,Emergency accommodation,Tas,650.0
2025-11-01,Homeless,Tas,1471.0
2025-11-01,At risk of homelessness,Tas,1019.0
2025-10-01,Indigenous,Tas,457.0
2025-10-01,FDV,Tas,506.0
2025-10-01,Mental health,Tas,1038.0
2025-10-01,Drug or alcohol issues,Tas,280.0
2025-10-01,Financial assistance for accommodation,Tas,40.0
2025-10-01,Nights in emergency accommodation,Tas,13656.0
2025-10-01,Emergency accommodation,Tas,645.0
2025-10-01,Homeless,Tas,1480.0
2025-10-01,At risk of homelessness,Tas,1023.0
2025-09-01,Indigenous,Tas,454.0
2025-09-01,FDV,Tas,508.0
2025-09-01,Mental health,Tas,1026.0
2025-09-01,Drug or alcohol issues,Tas,283.0
2025-09-01,Financial assistance for accommodation,Tas,50.0
2025-09-01,Nights in emergency accommodation,Tas,12972.0
2025-09-01,Emergency accommodation,Tas,642.0
2025-09-01,Homeless,Tas,1514.0
2025-09-01,At risk of homelessness,Tas,1034.0
2025-08-01,Indigenous,Tas,429.0
2025-08-01,FDV,Tas,503.0
2025-08-01,Mental health,Tas,978.0
2025-08-01,Drug or alcohol issues,Tas,267.0
2025-08-01,Financial assistance for accommodation,Tas,52.0
2025-08-01,Nights in emergency accommodation,Tas,13167.0
2025-08-01,Emergency accommodation,Tas,645.0
2025-08-01,Homeless,Tas,1412.0
2025-08-01,At risk of homelessness,Tas,1032.0
2025-07-01,Indigenous,Tas,424.0
2025-07-01,FDV,Tas,517.0
2025-07-01,Mental health,Tas,1002.0
2025-07-01,Drug or alcohol issues,Tas,265.0
2025-07-01,Financial assistance for accommodation,Tas,52.0
2025-07-01,Nights in emergency accommodation,Tas,13207.0
2025-07-01,Emergency accommodation,Tas,636.0
2025-07-01,Homeless,Tas,1434.0
2025-07-01,At risk of homelessness,Tas,918.0
2025-06-01,Indigenous,Tas,438.0
2025-06-01,FDV,Tas,501.0
2025-06-01,Mental health,Tas,983.0
2025-06-01,Drug or alcohol issues,Tas,241.0
2025-06-01,Financial assistance for accommodation,Tas,56.0
2025-06-01,Nights in emergency accommodation,Tas,12910.0
2025-06-01,Emergency accommodation,Tas,641.0
2025-06-01,Homeless,Tas,1401.0
2025-06-01,At risk of homelessness,Tas,909.0
2025-05-01,Indigenous,Tas,412.0
2025-05-01,FDV,Tas,508.0
2025-05-01,Mental health,Tas,984.0
2025-05-01,Drug or alcohol issues,Tas,238.0
2025-05-01,Financial assistance for accommodation,Tas,52.0
2025-05-01,Nights in emergency accommodation,Tas,13322.0
2025-05-01,Emergency accommodation,Tas,634.0
2025-05-01,Homeless,Tas,1425.0
2025-05-01,At risk of homelessness,Tas,861.0
2025-04-01,Indigenous,Tas,385.0
2025-04-01,FDV,Tas,497.0
2025-04-01,Mental health,Tas,915.0
2025-04-01,Drug or alcohol issues,Tas,219.0
2025-04-01,Financial assistance for accommodation,Tas,65.0
2025-04-01,Nights in emergency accommodation,Tas,12491.0
2025-04-01,Emergency accommodation,Tas,624.0
2025-04-01,Homeless,Tas,1386.0
2025-04-01,At risk of homelessness,Tas,791.0
2025-03-01,Indigenous,Tas,407.0
