Month,Client_Group,State,Count
2025-04-01,Financial assistance for accommodation,Vic,1713.0
2025-04-01,Nights in emergency accommodation,Vic,56803.0
2025-04-01,Emergency accommodation,Vic,3848.0
2025-04-01,Homeless,Vic,14872.0
2025-04-01,At risk of homelessness,Vic,16620.0
2025-03-01,Indigenous,Vic,5065.0
2025-03-01,FDV,Vic,14866.0
2025-03-01,Mental health,Vic,9231.0
2025-03-01,Drug or alcohol issues,Vic,2415.0
2025-03-01,Financial assistance for accommodation,Vic,1887.0
2025-03-01,Nights in emergency accommodation,Vic,59525.0
2025-03-01,Emergency accommodation,Vic,4170.0
2025-03-01,Homeless,Vic,15245.0
2025-03-01,At risk of homelessness,Vic,16875.0
2025-02-01,Indigenous,Vic,4939.0
2025-02-01,FDV,Vic,14435.0
2025-02-01,Mental health,Vic,9073.0
2025-02-01,Drug or alcohol issues,Vic,2366.0
2025-02-01,Financial assistance for accommodation,Vic,1873.0
2025-02-01,Nights in emergency accommodation,Vic,55609.0
2025-02-01,Emergency accommodation,Vic,4101.0
2025-02-01,Homeless,Vic,15150.0
2025-02-01,At risk of homelessness,Vic,16419.0
2025-01-01,Indigenous,Vic,4879.0
2025-01-01,FDV,Vic,14341.0
2025-01-01,Mental health,Vic,8938.0
2025-01-01,Drug or alcohol issues,Vic,2346.0
2025-01-01,Financial assistance for accommodation,Vic,2092.0
2025-01-01,Nights in emergency accommodation,Vic,60934.0
2025-01-01,Emergency accommodation,Vic,4393.0
2025-01-01,Homeless,Vic,15043.0
2025-01-01,At risk of homelessness,Vic,16091.0
2024-12-01,Indigenous,Vic,4804.0
2024-12-01,FDV,Vic,13987.0
2024-12-01,Mental health,Vic,8786.0
2024-12-01,Drug or alcohol issues,Vic,2230.0
2024-12-01,Financial assistance for accommodation,Vic,1802.0
2024-12-01,Nights in emergency accommodation,Vic,59137.0
2024-12-01,Emergency accommodation,Vic,3992.0
2024-12-01,Homeless,Vic,14561.0
2024-12-01,At risk of homelessness,Vic,15905.0
2024-11-01,Indigenous,Vic,4811.0
2024-11-01,FDV,Vic,13932.0
2024-11-01,Mental health,Vic,8947.0
2024-11-01,Drug or alcohol issues,Vic,2301.0
2024-11-01,Financial assistance for accommodation,Vic,1871.0
2024-11-01,Nights in emergency accommodation,Vic,56803.0
2024-11-01,Emergency accommodation,Vic,3982.0
2024-11-01,Homeless,Vic,14728.0
2024-11-01,At risk of homelessness,Vic,16004.0
2024-10-01,Indigenous,Vic,4735.0
2024-10-01,FDV,Vic,14259.0
2024-10-01,Mental health,Vic,9398.0
2024-10-01,Drug or alcohol issues,Vic,2331.0
2024-10-01,Financial assistance for accommodation,Vic,2044.0
2024-10-01,Nights in emergency accommodation,Vic,57573.0
2024-10-01,Emergency accommodation,Vic,4065.0
2024-10-01,Homeless,Vic,14958.0
2024-10-01,At risk of homelessness,Vic,16534.0
2024-09-01,Indigenous,Vic,4604.0
2024-09-01,FDV,Vic,13938.0
2024-09-01,Mental health,Vic,9089.0
2024-09-01,Drug or alcohol issues,Vic,2249.0
2024-09-01,Financial assistance for accommodation,Vic,1916.0
2024-09-01,Nights in emergency accommodation,Vic,55771.0
2024-09-01,Emergency accommodation,Vic,3925.0
2024-09-01,Homeless,Vic,14560.0
2024-09-01,At risk of homelessness,Vic,16198.0
2024-08-01,Indigenous,Vic,4621.0
2024-08-01,FDV,Vic,13919.0
2024-08-01,Mental health,Vic,9065.0
2024-08-01,Drug or alcohol issues,Vic,2239.0
2024-08-01,Financial assistance for accommodation,Vic,1925.0
2024-08-01,Nights in emergency accommodation,Vic,57678.0
2024-08-01,Emergency accommodation,Vic,3912.0
2024-08-01,Homeless,Vic,14667.0
2024-08-01,At risk of homelessness,Vic,16185.0
2024-07-01,Indigenous,Vic,4553.0
2024-07-01,FDV,Vic,14211.0
2024-07-01,Mental health,Vic,9220.0
2024-07-01,Drug or alcohol issues,Vic,2278.0
2024-07-01,Financial assistance for accommodation,Vic,2005.0
2024-07-01,Nights in emergency accommodation,Vic,58039.0
2024-07-01,Emergency accommodation,Vic,4109.0
2024-07-01,Homeless,Vic,14674.0
2024-07-01,At risk of homelessness,Vic,16567.0
2024-06-01,Indigenous,Vic,4498.0
2024-06-01,FDV,Vic,14106.0
2024-06-01,Mental health,Vic,9214.0
2024-06-01,Drug or alcohol issues,Vic,2368.0
2024-06-01,Financial assistance for accommodation,Vic,2027.0
2024-06-01,Nights in emergency accommodation,Vic,58798.0
2024-06-01,Emergency accommodation,Vic,4001.0
2024-06-01,Homeless,Vic,14434.0
2024-06-01,At risk of homelessness,Vic,16348.0
2024-05-01,Indigenous,Vic,4522.0
2024-05-01,FDV,Vic,14633.0
2024-05-01,Mental health,Vic,9683.0
2024-05-01,Drug or alcohol issues,Vic,2523.0
2024-05-01,Financial assistance for accommodation,Vic,2028.0
2024-05-01,Nights in emergency accommodation,Vic,59995.0
2024-05-01,Emergency accommodation,Vic,4052.0
2024-05-01,Homeless,Vic,14841.0
2024-05-01,At risk of homelessness,Vic,17016.0
2024-04-01,Indigenous,Vic,4547.0
2024-04-01,FDV,Vic,14146.0
2024-04-01,Mental health,Vic,9430.0
2024-04-01,Drug or alcohol issues,Vic,2506.0
2024-04-01,Financial assistance for accommodation,Vic,1937.0
2024-04-01,Nights in emergency accommodation,Vic,56165.0
2024-04-01,Emergency accommodation,Vic,3975.0
2024-04-01,Homeless,Vic,14500.0
2024-04-01,At risk of homelessness,Vic,16709.0
2024-03-01,Indigenous,Vic,4537.0
2024-03-01,FDV,Vic,14039.0
2024-03-01,Mental health,Vic,9511.0
2024-03-01,Drug or alcohol issues,Vic,2571.0
2024-03-01,Financial assistance for accommodation,Vic,1802.0
2024-03-01,Nights in emergency accommodation,Vic,57946.0
2024-03-01,Emergency accommodation,Vic,3810.0
2024-03-01,Homeless,Vic,14318.0
2024-03-01,At risk of homelessness,Vic,16817.0
2024-02-01,Indigenous,Vic,4557.0
2024-02-01,FDV,Vic,14220.0
2024-02-01,Mental health,Vic,9734.0
2024-02-01,Drug or alcohol issues,Vic,2633.0
2024-02-01,Financial assistance for accommodation,Vic,1929.0
2024-02-01,Nights in emergency accommodation,Vic,54278.0
2024-02-01,Emergency accommodation,Vic,3904.0
2024-02-01,Homeless,Vic,14259.0
2024-02-01,At risk of homelessness,Vic,16844.0
2024-01-01,Indigenous,Vic,4380.0
2024-01-01,FDV,Vic,14031.0
2024-01-01,Mental health,Vic,9601.0
2024-01-01,Drug or alcohol issues,Vic,2595.0
2024-01-01,Financial assistance for accommodation,Vic,2038.0
2024-01-01,Nights in emergency accommodation,Vic,58761.0
2024-01-01,Emergency accommodation,Vic,4143.0
2024-01-01,Homeless,Vic,14162.0
2024-01-01,At risk of homelessness,Vic,16343.0
2023-12-01,Indigenous,Vic,4246.0
2023-12-01,FDV,Vic,13523.0
2023-12-01,Mental health,Vic,9207.0
2023-12-01,Drug or alcohol issues,Vic,2542.0
2023-12-01,Financial assistance for accommodation,Vic,1739.0
2023-12-01,Nights in emergency accommodation,Vic,55137.0
2023-12-01,Emergency accommodation,Vic,3592.0
2023-12-01,Homeless,Vic,13532.0
2023-12-01,At risk of homelessness,Vic,15915.0
2023-11-01,Indigenous,Vic,4428.0
2023-11-01,FDV,Vic,14189.0
2023-11-01,Mental health,Vic,9665.0
2023-11-01,Drug or alcohol issues,Vic,2679.0
2023-11-01,Financial assistance for accommodation,Vic,1713.0
2023-11-01,Nights in emergency accommodation,Vic,50799.0
2023-11-01,Emergency accommodation,Vic,3593.0
2023-11-01,Homeless,Vic,14098.0
2023-11-01,At risk of homelessness,Vic,16691.0
2023-10-01,Indigenous,Vic,4520.0
2023-10-01,FDV,Vic,14015.0
2023-10-01,Mental health,Vic,9679.0
2023-10-01,Drug or alcohol issues,Vic,2621.0
2023-10-01,Financial assistance for accommodation,Vic,1676.0
2023-10-01,Nights in emergency accommodation,Vic,51148.0
2023-10-01,Emergency accommodation,Vic,3488.0
2023-10-01,Homeless,Vic,14078.0
2023-10-01,At risk of homelessness,Vic,16508.0
2023-09-01,Indigenous,Vic,4379.0
2023-09-01,FDV,Vic,13537.0
2023-09-01,Mental health,Vic,9459.0
2023-09-01,Drug or alcohol issues,Vic,2601.0
2023-09-01,Financial assistance for accommodation,Vic,1539.0
2023-09-01,Nights in emergency accommodation,Vic,48796.0
2023-09-01,Emergency accommodation,Vic,3310.0
2023-09-01,Homeless,Vic,13778.0
2023-09-01,At risk of homelessness,Vic,15978.0
2023-08-01,Indigenous,Vic,4586.0
2023-08-01,FDV,Vic,13829.0
2023-08-01,Mental health,Vic,9938.0
2023-08-01,Drug or alcohol issues,Vic,2684.0
2023-08-01,Financial assistance for accommodation,Vic,1733.0
2023-08-01,Nights in emergency accommodation,Vic,48405.0
2023-08-01,Emergency accommodation,Vic,3454.0
2023-08-01,Homeless,Vic,14149.0
2023-08-01,At risk of homelessness,Vic,16949.0
2023-07-01,Indigenous,Vic,4322.0
2023-07-01,FDV,Vic,13365.0
2023-07-01,Mental health,Vic,9646.0
2023-07-01,Drug or alcohol issues,Vic,2736.0
2023-07-01,Financial assistance for accommodation,Vic,1684.0
2023-07-01,Nights in emergency accommodation,Vic,52038.0
2023-07-01,Emergency accommodation,Vic,3646.0
2023-07-01,Homeless,Vic,13770.0
2023-07-01,At risk of homelessness,Vic,16308.0
2023-06-01,Indigenous,Vic,4390.0
2023-06-01,FDV,Vic,13430.0
2023-06-01,Mental health,Vic,9811.0
2023-06-01,Drug or alcohol issues,Vic,2835.0
2023-06-01,Financial assistance for accommodation,Vic,1897.0
2023-06-01,Nights in emergency accommodation,Vic,54802.0
2023-06-01,Emergency accommodation,Vic,3819.0
2023-06-01,Homeless,Vic,14320.0
2023-06-01,At risk of homelessness,Vic,16629.0
2023-05-01,Indigenous,Vic,4504.0
2023-05-01,FDV,Vic,13602.0
2023-05-01,Mental health,Vic,10044.0
2023-05-01,Drug or alcohol issues,Vic,2895.0
2023-05-01,Financial assistance for accommodation,Vic,2040.0
2023-05-01,Nights in emergency accommodation,Vic,57666.0
2023-05-01,Emergency accommodation,Vic,3986.0
2023-05-01,Homeless,Vic,14510.0
2023-05-01,At risk of homelessness,Vic,17004.0
2023-04-01,Indigenous,Vic,4138.0
2023-04-01,FDV,Vic,12873.0
2023-04-01,Mental health,Vic,9462.0
2023-04-01,Drug or alcohol issues,Vic,2742.0
2023-04-01,Financial assistance for accommodation,Vic,1675.0
2023-04-01,Nights in emergency accommodation,Vic,56358.0
2023-04-01,Emergency accommodation,Vic,3690.0
2023-04-01,Homeless,Vic,13923.0
2023-04-01,At risk of homelessness,Vic,15569.0
2023-03-01,Indigenous,Vic,4401.0
2023-03-01,FDV,Vic,13287.0
2023-03-01,Mental health,Vic,10079.0
2023-03-01,Drug or alcohol issues,Vic,2944.0
2023-03-01,Financial assistance for accommodation,Vic,1988.0
2023-03-01,Nights in emergency accommodation,Vic,58307.0
2023-03-01,Emergency accommodation,Vic,4026.0
2023-03-01,Homeless,Vic,14517.0
2023-03-01,At risk of homelessness,Vic,16484.0
2023-02-01,Indigenous,Vic,4296.0
2023-02-01,FDV,Vic,13007.0
2023-02-01,Mental health,Vic,9815.0
2023-02-01,Drug or alcohol issues,Vic,2836.0
2023-02-01,Financial assistance for accommodation,Vic,1945.0
2023-02-01,Nights in emergency accommodation,Vic,52911.0
2023-02-01,Emergency accommodation,Vic,3880.0
2023-02-01,Homeless,Vic,14530.0
2023-02-01,At risk of homelessness,Vic,15983.0
2023-01-01,Indigenous,Vic,4191.0
2023-01-01,FDV,Vic,12632.0
2023-01-01,Mental health,Vic,9659.0
2023-01-01,Drug or alcohol issues,Vic,2837.0
2023-01-01,Financial assistance for accommodation,Vic,1955.0
2023-01-01,Nights in emergency accommodation,Vic,58638.0
2023-01-01,Emergency accommodation,Vic,4011.0
2023-01-01,Homeless,Vic,14172.0
2023-01-01,At risk of homelessness,Vic,15512.0
2022-12-01,Indigenous,Vic,4097.0
2022-12-01,FDV,Vic,12457.0
2022-12-01,Mental health,Vic,9469.0
2022-12-01,Drug or alcohol issues,Vic,2820.0
2022-12-01,Financial assistance for accommodation,Vic,1824.0
2022-12-01,Nights in emergency accommodation,Vic,56475.0
2022-12-01,Emergency accommodation,Vic,3803.0
2022-12-01,Homeless,Vic,14021.0
2022-12-01,At risk of homelessness,Vic,15373.0
2022-11-01,Indigenous,Vic,4192.0
2022-11-01,FDV,Vic,12923.0
2022-11-01,Mental health,Vic,9932.0
2022-11-01,Drug or alcohol issues,Vic,2876.0
2022-11-01,Financial assistance for accommodation,Vic,2011.0
2022-11-01,Nights in emergency accommodation,Vic,56902.0
2022-11-01,Emergency accommodation,Vic,4023.0
2022-11-01,Homeless,Vic,14290.0
2022-11-01,At risk of homelessness,Vic,16122.0
2022-10-01,Indigenous,Vic,4242.0
2022-10-01,FDV,Vic,13010.0
2022-10-01,Mental health,Vic,9812.0
2022-10-01,Drug or alcohol issues,Vic,2831.0
2022-10-01,Financial assistance for accommodation,Vic,1955.0
2022-10-01,Nights in emergency accommodation,Vic,59308.0
2022-10-01,Emergency accommodation,Vic,4062.0
2022-10-01,Homeless,Vic,14207.0
2022-10-01,At risk of homelessness,Vic,15878.0
2022-09-01,Indigenous,Vic,4272.0
2022-09-01,FDV,Vic,13325.0
2022-09-01,Mental health,Vic,9859.0
2022-09-01,Drug or alcohol issues,Vic,2907.0
2022-09-01,Financial assistance for accommodation,Vic,1988.0
2022-09-01,Nights in emergency accommodation,Vic,57559.0
2022-09-01,Emergency accommodation,Vic,3928.0
2022-09-01,Homeless,Vic,14079.0
2022-09-01,At risk of homelessness,Vic,15665.0
2022-08-01,Indigenous,Vic,4218.0
2022-08-01,FDV,Vic,13563.0
2022-08-01,Mental health,Vic,9946.0
2022-08-01,Drug or alcohol issues,Vic,2947.0
2022-08-01,Financial assistance for accommodation,Vic,2273.0
2022-08-01,Nights in emergency accommodation,Vic,60112.0
2022-08-01,Emergency accommodation,Vic,4225.0
2022-08-01,Homeless,Vic,14198.0
2022-08-01,At risk of homelessness,Vic,16021.0
2022-07-01,Indigenous,Vic,4075.0
2022-07-01,FDV,Vic,13239.0
2022-07-01,Mental health,Vic,9657.0
2022-07-01,Drug or alcohol issues,Vic,2871.0
2022-07-01,Financial assistance for accommodation,Vic,2177.0
2022-07-01,Nights in emergency accommodation,Vic,63586.0
2022-07-01,Emergency accommodation,Vic,4159.0
2022-07-01,Homeless,Vic,13940.0
2022-07-01,At risk of homelessness,Vic,15529.0
2022-06-01,Indigenous,Vic,4156.0
2022-06-01,FDV,Vic,13472.0
2022-06-01,Mental health,Vic,9960.0
2022-06-01,Drug or alcohol issues,Vic,2833.0
2022-06-01,Financial assistance for accommodation,Vic,2285.0
2022-06-01,Nights in emergency accommodation,Vic,65545.0
2022-06-01,Emergency accommodation,Vic,4333.0
2022-06-01,Homeless,Vic,14159.0
2022-06-01,At risk of homelessness,Vic,16023.0
2022-05-01,Indigenous,Vic,4183.0
2022-05-01,FDV,Vic,13765.0
2022-05-01,Mental health,Vic,10037.0
2022-05-01,Drug or alcohol issues,Vic,2778.0
2022-05-01,Financial assistance for accommodation,Vic,2271.0
2022-05-01,Nights in emergency accommodation,Vic,67252.0
2022-05-01,Emergency accommodation,Vic,4430.0
2022-05-01,Homeless,Vic,14227.0
2022-05-01,At risk of homelessness,Vic,16028.0
2022-04-01,Indigenous,Vic,4036.0
2022-04-01,FDV,Vic,13290.0
2022-04-01,Mental health,Vic,9601.0
2022-04-01,Drug or alcohol issues,Vic,2715.0
2022-04-01,Financial assistance for accommodation,Vic,1878.0
2022-04-01,Nights in emergency accommodation,Vic,63232.0
2022-04-01,Emergency accommodation,Vic,3957.0
2022-04-01,Homeless,Vic,13827.0
2022-04-01,At risk of homelessness,Vic,15061.0
2022-03-01,Indigenous,Vic,4185.0
2022-03-01,FDV,Vic,14040.0
2022-03-01,Mental health,Vic,10165.0
2022-03-01,Drug or alcohol issues,Vic,2846.0
2022-03-01,Financial assistance for accommodation,Vic,2323.0
2022-03-01,Nights in emergency accommodation,Vic,67267.0
2022-03-01,Emergency accommodation,Vic,4499.0
2022-03-01,Homeless,Vic,14628.0
2022-03-01,At risk of homelessness,Vic,15957.0
2022-02-01,Indigenous,Vic,4056.0
2022-02-01,FDV,Vic,13921.0
2022-02-01,Mental health,Vic,9946.0
2022-02-01,Drug or alcohol issues,Vic,2796.0
2022-02-01,Financial assistance for accommodation,Vic,2304.0
2022-02-01,Nights in emergency accommodation,Vic,65139.0
2022-02-01,Emergency accommodation,Vic,4384.0
2022-02-01,Homeless,Vic,14471.0
2022-02-01,At risk of homelessness,Vic,15330.0
2022-01-01,Indigenous,Vic,3913.0
2022-01-01,FDV,Vic,13478.0
2022-01-01,Mental health,Vic,9629.0
2022-01-01,Drug or alcohol issues,Vic,2783.0
2022-01-01,Financial assistance for accommodation,Vic,2433.0
2022-01-01,Nights in emergency accommodation,Vic,72952.0
2022-01-01,Emergency accommodation,Vic,4530.0
2022-01-01,Homeless,Vic,14409.0
2022-01-01,At risk of homelessness,Vic,14434.0
2021-12-01,Indigenous,Vic,3954.0
2021-12-01,FDV,Vic,13744.0
2021-12-01,Mental health,Vic,10013.0
2021-12-01,Drug or alcohol issues,Vic,2868.0
2021-12-01,Financial assistance for accommodation,Vic,2417.0
2021-12-01,Nights in emergency accommodation,Vic,74480.0
2021-12-01,Emergency accommodation,Vic,4540.0
2021-12-01,Homeless,Vic,14741.0
2021-12-01,At risk of homelessness,Vic,14758.0
2021-11-01,Indigenous,Vic,4075.0
2021-11-01,FDV,Vic,14295.0
2021-11-01,Mental health,Vic,10576.0
2021-11-01,Drug or alcohol issues,Vic,3000.0
2021-11-01,Financial assistance for accommodation,Vic,2941.0
2021-11-01,Nights in emergency accommodation,Vic,86764.0
2021-11-01,Emergency accommodation,Vic,5293.0
2021-11-01,Homeless,Vic,15462.0
2021-11-01,At risk of homelessness,Vic,15139.0
2021-10-01,Indigenous,Vic,4148.0
2021-10-01,FDV,Vic,14359.0
2021-10-01,Mental health,Vic,10655.0
2021-10-01,Drug or alcohol issues,Vic,3108.0
2021-10-01,Financial assistance for accommodation,Vic,3251.0
2021-10-01,Nights in emergency accommodation,Vic,105736.0
2021-10-01,Emergency accommodation,Vic,5605.0
2021-10-01,Homeless,Vic,15757.0
2021-10-01,At risk of homelessness,Vic,15243.0
2021-09-01,Indigenous,Vic,4082.0
2021-09-01,FDV,Vic,14389.0
2021-09-01,Mental health,Vic,10646.0
2021-09-01,Drug or alcohol issues,Vic,3109.0
2021-09-01,Financial assistance for accommodation,Vic,3392.0
2021-09-01,Nights in emergency accommodation,Vic,100500.0
2021-09-01,Emergency accommodation,Vic,5853.0
2021-09-01,Homeless,Vic,15581.0
2021-09-01,At risk of homelessness,Vic,15295.0
2021-08-01,Indigenous,Vic,4058.0
2021-08-01,FDV,Vic,14687.0
2021-08-01,Mental health,Vic,10793.0
2021-08-01,Drug or alcohol issues,Vic,3179.0
2021-08-01,Financial assistance for accommodation,Vic,3109.0
2021-08-01,Nights in emergency accommodation,Vic,90458.0
2021-08-01,Emergency accommodation,Vic,5516.0
2021-08-01,Homeless,Vic,15544.0
2021-08-01,At risk of homelessness,Vic,15753.0
2021-07-01,Indigenous,Vic,4039.0
2021-07-01,FDV,Vic,14840.0
2021-07-01,Mental health,Vic,10740.0
2021-07-01,Drug or alcohol issues,Vic,3149.0
2021-07-01,Financial assistance for accommodation,Vic,2987.0
2021-07-01,Nights in emergency accommodation,Vic,77391.0
2021-07-01,Emergency accommodation,Vic,5098.0
2021-07-01,Homeless,Vic,15404.0
2021-07-01,At risk of homelessness,Vic,15773.0
2021-06-01,Indigenous,Vic,4066.0
2021-06-01,FDV,Vic,14933.0
2021-06-01,Mental health,Vic,10600.0
2021-06-01,Drug or alcohol issues,Vic,3097.0
2021-06-01,Financial assistance for accommodation,Vic,3133.0
2021-06-01,Nights in emergency accommodation,Vic,80834.0
2021-06-01,Emergency accommodation,Vic,5276.0
2021-06-01,Homeless,Vic,15403.0
2021-06-01,At risk of homelessness,Vic,15617.0
2021-05-01,Indigenous,Vic,4028.0
2021-05-01,FDV,Vic,14820.0
2021-05-01,Mental health,Vic,10263.0
2021-05-01,Drug or alcohol issues,Vic,3005.0
2021-05-01,Financial assistance for accommodation,Vic,2602.0
2021-05-01,Nights in emergency accommodation,Vic,71127.0
2021-05-01,Emergency accommodation,Vic,4759.0
2021-05-01,Homeless,Vic,15082.0
2021-05-01,At risk of homelessness,Vic,15655.0
2021-04-01,Indigenous,Vic,3893.0
2021-04-01,FDV,Vic,14171.0
2021-04-01,Mental health,Vic,9842.0
2021-04-01,Drug or alcohol issues,Vic,2863.0
2021-04-01,Financial assistance for accommodation,Vic,2345.0
2021-04-01,Nights in emergency accommodation,Vic,66654.0
2021-04-01,Emergency accommodation,Vic,4333.0
2021-04-01,Homeless,Vic,14822.0
2021-04-01,At risk of homelessness,Vic,14755.0
2021-03-01,Indigenous,Vic,3912.0
2021-03-01,FDV,Vic,14526.0
2021-03-01,Mental health,Vic,9955.0
2021-03-01,Drug or alcohol issues,Vic,2819.0
2021-03-01,Financial assistance for accommodation,Vic,2605.0
2021-03-01,Nights in emergency accommodation,Vic,71484.0
2021-03-01,Emergency accommodation,Vic,4645.0
2021-03-01,Homeless,Vic,14879.0
2021-03-01,At risk of homelessness,Vic,14842.0
2021-02-01,Indigenous,Vic,3775.0
2021-02-01,FDV,Vic,14183.0
2021-02-01,Mental health,Vic,9525.0
2021-02-01,Drug or alcohol issues,Vic,2736.0
2021-02-01,Financial assistance for accommodation,Vic,2585.0
2021-02-01,Nights in emergency accommodation,Vic,67737.0
2021-02-01,Emergency accommodation,Vic,4767.0
2021-02-01,Homeless,Vic,14793.0
2021-02-01,At risk of homelessness,Vic,14356.0
2021-01-01,Indigenous,Vic,3760.0
2021-01-01,FDV,Vic,13930.0
2021-01-01,Mental health,Vic,9408.0
2021-01-01,Drug or alcohol issues,Vic,2707.0
2021-01-01,Financial assistance for accommodation,Vic,2477.0
2021-01-01,Nights in emergency accommodation,Vic,75107.0
2021-01-01,Emergency accommodation,Vic,4622.0
2021-01-01,Homeless,Vic,14786.0
2021-01-01,At risk of homelessness,Vic,13734.0
2020-12-01,Indigenous,Vic,3771.0
2020-12-01,FDV,Vic,14331.0
2020-12-01,Mental health,Vic,9697.0
2020-12-01,Drug or alcohol issues,Vic,2803.0
2020-12-01,Financial assistance for accommodation,Vic,2930.0
2020-12-01,Nights in emergency accommodation,Vic,86121.0
2020-12-01,Emergency accommodation,Vic,5264.0
2020-12-01,Homeless,Vic,15263.0
2020-12-01,At risk of homelessness,Vic,14159.0
2020-11-01,Indigenous,Vic,3849.0
2020-11-01,FDV,Vic,14558.0
2020-11-01,Mental health,Vic,10330.0
2020-11-01,Drug or alcohol issues,Vic,3004.0
2020-11-01,Financial assistance for accommodation,Vic,3452.0
2020-11-01,Nights in emergency accommodation,Vic,104427.0
2020-11-01,Emergency accommodation,Vic,6164.0
2020-11-01,Homeless,Vic,16022.0
2020-11-01,At risk of homelessness,Vic,14570.0
2020-10-01,Indigenous,Vic,3717.0
2020-10-01,FDV,Vic,14439.0
2020-10-01,Mental health,Vic,10241.0
2020-10-01,Drug or alcohol issues,Vic,3150.0
2020-10-01,Financial assistance for accommodation,Vic,3994.0
2020-10-01,Nights in emergency accommodation,Vic,115634.0
2020-10-01,Emergency accommodation,Vic,6364.0
2020-10-01,Homeless,Vic,16228.0
2020-10-01,At risk of homelessness,Vic,14320.0
2020-09-01,Indigenous,Vic,3769.0
2020-09-01,FDV,Vic,14607.0
2020-09-01,Mental health,Vic,10244.0
2020-09-01,Drug or alcohol issues,Vic,3194.0
2020-09-01,Financial assistance for accommodation,Vic,3961.0
2020-09-01,Nights in emergency accommodation,Vic,110220.0
2020-09-01,Emergency accommodation,Vic,6358.0
2020-09-01,Homeless,Vic,16309.0
2020-09-01,At risk of homelessness,Vic,14548.0
2020-08-01,Indigenous,Vic,3609.0
2020-08-01,FDV,Vic,14247.0
2020-08-01,Mental health,Vic,10091.0
2020-08-01,Drug or alcohol issues,Vic,3070.0
2020-08-01,Financial assistance for accommodation,Vic,3629.0
2020-08-01,Nights in emergency accommodation,Vic,101662.0
2020-08-01,Emergency accommodation,Vic,5849.0
2020-08-01,Homeless,Vic,15809.0
2020-08-01,At risk of homelessness,Vic,14249.0
2020-07-01,Indigenous,Vic,3590.0
2020-07-01,FDV,Vic,14394.0
2020-07-01,Mental health,Vic,10113.0
2020-07-01,Drug or alcohol issues,Vic,3082.0
2020-07-01,Financial assistance for accommodation,Vic,3261.0
2020-07-01,Nights in emergency accommodation,Vic,84413.0
2020-07-01,Emergency accommodation,Vic,5232.0
2020-07-01,Homeless,Vic,15371.0
2020-07-01,At risk of homelessness,Vic,14851.0
2020-06-01,Indigenous,Vic,3535.0
2020-06-01,FDV,Vic,14565.0
2020-06-01,Mental health,Vic,9923.0
2020-06-01,Drug or alcohol issues,Vic,3032.0
2020-06-01,Financial assistance for accommodation,Vic,3164.0
2020-06-01,Nights in emergency accommodation,Vic,80594.0
2020-06-01,Emergency accommodation,Vic,5129.0
2020-06-01,Homeless,Vic,15221.0
2020-06-01,At risk of homelessness,Vic,15181.0
2020-05-01,Indigenous,Vic,3474.0
2020-05-01,FDV,Vic,14221.0
2020-05-01,Mental health,Vic,9801.0
2020-05-01,Drug or alcohol issues,Vic,2943.0
2020-05-01,Financial assistance for accommodation,Vic,3108.0
2020-05-01,Nights in emergency accommodation,Vic,80717.0
2020-05-01,Emergency accommodation,Vic,5196.0
2020-05-01,Homeless,Vic,15200.0
2020-05-01,At risk of homelessness,Vic,15162.0
2020-04-01,Indigenous,Vic,3458.0
2020-04-01,FDV,Vic,14082.0
2020-04-01,Mental health,Vic,9506.0
2020-04-01,Drug or alcohol issues,Vic,2751.0
2020-04-01,Financial assistance for accommodation,Vic,2822.0
2020-04-01,Nights in emergency accommodation,Vic,66505.0
2020-04-01,Emergency accommodation,Vic,4680.0
2020-04-01,Homeless,Vic,14762.0
2020-04-01,At risk of homelessness,Vic,15574.0
2020-03-01,Indigenous,Vic,3523.0
2020-03-01,FDV,Vic,14677.0
2020-03-01,Mental health,Vic,9727.0
2020-03-01,Drug or alcohol issues,Vic,2563.0
2020-03-01,Financial assistance for accommodation,Vic,1813.0
2020-03-01,Nights in emergency accommodation,Vic,47889.0
2020-03-01,Emergency accommodation,Vic,3611.0
2020-03-01,Homeless,Vic,14509.0
2020-03-01,At risk of homelessness,Vic,16445.0
2020-02-01,Indigenous,Vic,3479.0
2020-02-01,FDV,Vic,14463.0
2020-02-01,Mental health,Vic,9748.0
2020-02-01,Drug or alcohol issues,Vic,2723.0
2020-02-01,Financial assistance for accommodation,Vic,1669.0
2020-02-01,Nights in emergency accommodation,Vic,44582.0
2020-02-01,Emergency accommodation,Vic,3547.0
2020-02-01,Homeless,Vic,14363.0
2020-02-01,At risk of homelessness,Vic,16361.0
2020-01-01,Indigenous,Vic,3472.0
2020-01-01,FDV,Vic,14619.0
2020-01-01,Mental health,Vic,9707.0
2020-01-01,Drug or alcohol issues,Vic,2745.0
2020-01-01,Financial assistance for accommodation,Vic,1704.0
2020-01-01,Nights in emergency accommodation,Vic,47868.0
2020-01-01,Emergency accommodation,Vic,3620.0
2020-01-01,Homeless,Vic,14481.0
2020-01-01,At risk of homelessness,Vic,16434.0
2019-12-01,Indigenous,Vic,3371.0
2019-12-01,FDV,Vic,14588.0
2019-12-01,Mental health,Vic,9470.0
2019-12-01,Drug or alcohol issues,Vic,2543.0
2019-12-01,Financial assistance for accommodation,Vic,1523.0
2019-12-01,Nights in emergency accommodation,Vic,45829.0
2019-12-01,Emergency accommodation,Vic,3337.0
